21STCENMGM,07-NOV-2023,18.15,18.2,17.75,17.8,6225,5257,72
360ONE,07-NOV-2023,531.25,533.95,518.1,530.85,138394,63753,9566
3IINFOLTD,07-NOV-2023,37.9,38.25,37.4,37.6,401191,214588,3180
3MINDIA,07-NOV-2023,31450.75,31500.0,31083.05,31321.0,1484,694,938
3PLAND,07-NOV-2023,26.35,27.65,26.05,27.6,27721,21080,288
5PAISA,07-NOV-2023,452.25,453.45,440.5,444.25,61658,27167,5353
63MOONS,07-NOV-2023,267.1,273.9,263.0,271.0,78010,52107,2456
AAATECH,07-NOV-2023,63.4,64.8,62.5,63.65,40045,18442,1437
AAKASH,07-NOV-2023,7.25,7.4,7.2,7.3,1200381,990530,2197
AARON,07-NOV-2023,268.5,269.15,260.05,262.45,8449,5250,644
AARTIDRUGS,07-NOV-2023,473.3,474.05,467.7,469.9,119427,49541,7566
AARTIIND,07-NOV-2023,499.0,511.7,498.75,508.95,3131177,655877,38665
AARTIPHARM,07-NOV-2023,408.2,418.45,402.0,416.15,159026,81994,10051
AARTISURF,07-NOV-2023,645.0,645.0,629.5,637.75,17315,9848,2108
AARVEEDEN,07-NOV-2023,25.45,25.85,25.0,25.15,22118,16853,269
AARVI,07-NOV-2023,134.0,134.0,128.8,130.45,12279,7129,356
AAVAS,07-NOV-2023,1460.0,1469.85,1448.15,1460.7,145662,82217,16437
ABB,07-NOV-2023,4214.0,4233.15,4173.0,4208.8,122172,60067,19088
ABBOTINDIA,07-NOV-2023,23160.05,23850.0,23156.05,23786.45,22283,15202,4224
ABCAPITAL,07-NOV-2023,172.45,174.95,170.55,174.05,4127465,1914760,24900
ABFRL,07-NOV-2023,217.45,221.75,216.6,219.1,1206323,387811,10090
ABSLAMC,07-NOV-2023,445.45,455.0,439.1,452.35,88421,62383,4126
ABSLBANETF,07-NOV-2023,45.25,45.25,43.51,43.99,443022,409834,851
ABSLLIQUID,07-NOV-2023,1000.0,1000.01,1000.0,1000.01,3014,2699,3
ABSLNN50ET,07-NOV-2023,46.46,47.0,46.46,46.9,2076,1836,84
ACC,07-NOV-2023,1867.25,1872.0,1855.0,1860.6,160739,76526,10740
