20MICRONS,31-MAY-2023,91.7,93.45,91.25,92.25,140484,50831,2667
21STCENMGM,31-MAY-2023,18.15,18.2,17.8,17.85,2129,2079,29
360ONE,31-MAY-2023,419.25,421.95,415.0,418.5,467224,409715,8211
3IINFOLTD,31-MAY-2023,31.05,31.45,30.95,31.1,218439,107762,1866
3MINDIA,31-MAY-2023,25000.0,25319.0,24617.9,25153.45,7874,4364,3764
3PLAND,31-MAY-2023,22.75,23.0,22.1,22.7,6923,4507,65
5PAISA,31-MAY-2023,345.0,360.0,340.8,356.1,78583,26901,4365
63MOONS,31-MAY-2023,163.9,172.7,163.9,169.9,246095,130788,4983
A2ZINFRA,31-MAY-2023,7.5,8.6,7.45,7.95,2951913,1576181,3373
AAATECH,31-MAY-2023,56.05,57.6,55.35,57.45,8625,4055,325
AAKASH,31-MAY-2023,6.55,6.55,6.4,6.45,226404,157071,419
AAREYDRUGS,31-MAY-2023,28.9,30.6,28.2,29.45,61304,29640,468
AARON,31-MAY-2023,222.0,222.0,210.05,211.65,19820,13772,844
AARTIDRUGS,31-MAY-2023,438.0,445.35,434.5,436.8,61089,22476,3138
AARTIIND,31-MAY-2023,512.75,517.6,509.0,512.3,754821,427708,17824
AARTIPHARM,31-MAY-2023,345.25,373.75,345.25,369.05,257341,152876,11637
AARTISURF,31-MAY-2023,614.0,617.95,606.4,615.45,4003,2831,611
AARVEEDEN,31-MAY-2023,19.85,20.85,19.85,20.0,15077,10387,206
AARVI,31-MAY-2023,134.8,141.7,134.8,136.65,60300,35315,1365
AAVAS,31-MAY-2023,1398.85,1405.7,1371.8,1397.85,186733,124518,17185
ABAN,31-MAY-2023,39.55,39.9,39.0,39.15,59785,39222,602
ABB,31-MAY-2023,4012.75,4299.0,3989.55,4125.9,1169176,903702,56936
ABBOTINDIA,31-MAY-2023,22025.0,22119.95,21696.2,21737.9,6644,3101,2317
ABCAPITAL,31-MAY-2023,171.35,172.3,169.05,170.3,4753246,2975896,14594
ABFRL,31-MAY-2023,204.15,205.5,200.75,201.45,3134620,1486428,36915
ABMINTLLTD,31-MAY-2023,57.35,62.65,57.25,57.25,2479,1309,43
ABSLAMC,31-MAY-2023,354.2,358.4,354.0,356.45,40179,18655,2037
ABSLBANETF,31-MAY-2023,45.5,45.5,44.11,44.35,7359,3902,227
