20MICRONS,01-FEB-2024,169.0,169.85,165.2,166.05,81182,47119,4419
360ONE,01-FEB-2024,621.0,624.8,609.8,617.5,364500,294341,13216
3IINFOLTD,01-FEB-2024,60.0,60.0,56.3,57.5,4715590,2106644,15501
3MINDIA,01-FEB-2024,34450.85,34500.0,33700.0,33803.85,2999,1263,1555
5PAISA,01-FEB-2024,594.0,612.0,594.0,608.35,44074,24507,2566
AARON,01-FEB-2024,276.1,279.75,268.55,271.3,13240,8182,1006
AARTECH,01-FEB-2024,144.95,145.65,140.3,141.45,3420,2305,271
AARTIDRUGS,01-FEB-2024,530.0,530.5,520.0,527.05,153643,69422,10488
AARTIIND,01-FEB-2024,659.1,659.6,640.0,643.4,771293,259441,34375
AARTIPHARM,01-FEB-2024,535.0,535.0,510.0,518.05,130151,70891,9286
AARTISURF,01-FEB-2024,717.2,723.7,693.5,696.6,94255,31640,8978
AARVEEDEN,01-FEB-2024,30.6,34.7,29.5,33.7,1155971,436005,3595
AARVI,01-FEB-2024,150.15,153.8,149.1,149.85,18669,11720,477
AAVAS,01-FEB-2024,1497.95,1515.0,1480.25,1504.85,204257,100051,24413
ABAN,01-FEB-2024,84.0,85.7,80.15,82.15,994501,505213,6389
ABB,01-FEB-2024,4692.0,4698.0,4340.3,4546.05,825760,291360,124995
ABBOTINDIA,01-FEB-2024,26175.0,26332.35,25701.1,25887.0,9535,2134,5008
ABCAPITAL,01-FEB-2024,170.95,170.95,163.35,166.85,13656066,3228432,74078
ABFRL,01-FEB-2024,243.95,245.1,240.5,241.9,3029372,1422694,19632
ABMINTLLTD,01-FEB-2024,62.0,62.0,59.0,60.25,7507,6503,75
ABSLAMC,01-FEB-2024,477.75,479.05,465.95,470.55,142934,86378,6705
ABSLBANETF,01-FEB-2024,46.88,46.88,46.05,46.42,94268,72631,907
ABSLLIQUID,01-FEB-2024,999.99,1000.01,999.99,1000.0,443,285,12
ABSLNN50ET,01-FEB-2024,57.9,57.9,56.94,57.32,6241,4217,170
ACC,01-FEB-2024,2553.4,2566.0,2511.7,2530.0,424201,123674,40639
ACCELYA,01-FEB-2024,1848.0,1854.35,1795.05,1822.1,22713,8909,4411
ACE,01-FEB-2024,983.95,984.0,965.1,969.65,223781,100342,16155
ACEINTEG,01-FEB-2024,41.2,41.2,39.55,40.3,6314,3815,130
ACI,01-FEB-2024,636.65,639.0,625.0,628.4,205060,113251,13023
ACL,01-FEB-2024,125.3,126.6,122.3,123.8,44791,28237,959
ACLGATI,01-FEB-2024,126.5,127.05,124.8,125.7,208069,99998,3145
ADANIENSOL,01-FEB-2024,1073.0,1088.0,1052.95,1067.7,1320318,423670,54182
ADANIENT,01-FEB-2024,3156.9,3236.95,3083.05,3153.5,4686595,1176630,211723
ADANIGREEN,01-FEB-2024,1689.0,1706.0,1655.65,1665.95,1735338,553013,68291
ADANIPORTS,01-FEB-2024,1213.6,1239.5,1200.3,1218.85,7433628,2149960,274275
ADFFOODS,01-FEB-2024,216.4,216.5,203.5,204.9,481442,232300,18378
ADORWELD,01-FEB-2024,1614.95,1665.0,1585.0,1652.05,38652,18533,8061
ADSL,01-FEB-2024,183.55,183.55,170.1,176.2,336916,193783,5050
