21STCENMGM,21-AUG-2023,19.55,19.9,19.2,19.8,6173,5921,63
360ONE,21-AUG-2023,510.0,517.05,505.1,513.05,234314,190197,6394
3IINFOLTD,21-AUG-2023,32.25,32.6,32.0,32.2,422379,248166,2773
3MINDIA,21-AUG-2023,29126.7,29443.0,28666.0,29034.2,2220,720,1571
5PAISA,21-AUG-2023,434.95,441.45,426.15,436.55,64167,30924,6529
63MOONS,21-AUG-2023,293.7,295.2,283.0,285.45,97033,55171,2840
A2ZINFRA,21-AUG-2023,8.6,8.7,8.6,8.7,556841,461878,501
AAATECH,21-AUG-2023,54.3,54.4,52.6,52.85,7017,4640,211
AARTECH,21-AUG-2023,159.85,159.85,146.6,159.85,158267,51785,1146
AARTIDRUGS,21-AUG-2023,558.0,569.05,555.75,558.4,134472,55926,8791
AARTIIND,21-AUG-2023,452.55,455.1,446.8,454.65,1096915,584668,20305
AARTIPHARM,21-AUG-2023,362.1,371.7,357.55,366.2,430520,234686,13907
AARTISURF,21-AUG-2023,595.0,604.7,590.05,592.8,5097,2769,901
AARVEEDEN,21-AUG-2023,23.65,24.25,23.25,23.95,87645,55765,500
AARVI,21-AUG-2023,127.8,127.8,122.35,124.9,15099,10227,610
AAVAS,21-AUG-2023,1586.95,1586.95,1550.0,1573.95,110008,64678,15118
ABAN,21-AUG-2023,40.25,40.25,39.4,39.6,86321,61102,797
ABB,21-AUG-2023,4298.8,4331.2,4251.0,4317.2,294745,139615,28805
ABBOTINDIA,21-AUG-2023,23481.9,23585.0,23310.0,23436.05,5014,1781,2721
ABCAPITAL,21-AUG-2023,181.35,183.3,179.25,182.6,2138038,1024149,18627
ABFRL,21-AUG-2023,215.45,218.05,214.9,217.15,2082883,972835,15263
ABSLAMC,21-AUG-2023,390.85,391.1,382.05,385.05,70823,47506,3821
ABSLBANETF,21-AUG-2023,44.88,44.88,44.13,44.36,16970,9335,482
ABSLLIQUID,21-AUG-2023,999.99,1000.01,999.99,999.99,327,175,5
ABSLNN50ET,21-AUG-2023,47.13,47.13,44.76,45.43,3946,1305,118
ACC,21-AUG-2023,1934.2,1979.0,1934.15,1971.95,561719,222403,29872
ACCELYA,21-AUG-2023,1465.0,1550.0,1460.0,1530.4,197140,77712,18073
ACE,21-AUG-2023,797.85,797.9,766.9,771.8,175829,109252,16122
ACI,21-AUG-2023,562.8,562.8,546.55,558.15,133681,69187,9206
ADANIENT,21-AUG-2023,2588.0,2655.0,2580.5,2639.75,10479200,4777922,216694
ADANIGREEN,21-AUG-2023,1006.4,1035.0,1003.4,1020.05,2525140,776316,87295
ADANIPORTS,21-AUG-2023,840.1,864.1,838.5,858.15,17432300,7683214,213088
ADANIPOWER,21-AUG-2023,306.7,328.0,305.55,324.85,35884689,8952895,250595
ADANITRANS,21-AUG-2023,879.0,932.0,878.0,923.55,8978809,3943893,155955
ADFFOODS,21-AUG-2023,1092.4,1119.95,1081.15,1090.1,45801,14784,5680
ADORWELD,21-AUG-2023,1095.8,1110.55,1080.05,1085.35,27430,12380,3747
ADSL,21-AUG-2023,128.45,131.2,126.4,130.15,308833,146723,4904
ADVANIHOTR,21-AUG-2023,85.0,86.75,80.35,82.65,78473,42050,1553
ADVENZYMES,21-AUG-2023,329.0,335.25,325.2,328.8,174516,113189,5483
AEGISCHEM,21-AUG-2023,357.15,361.95,348.9,349.95,193372,112107,11252
AETHER,21-AUG-2023,1049.0,1071.9,1049.0,1054.7,91909,73027,4608
AFFLE,21-AUG-2023,1082.85,1084.8,1067.2,1074.7,116541,48146,11541
AGARIND,21-AUG-2023,826.85,953.0,821.75,920.5,709879,153903,41906
AGI,21-AUG-2023,735.0,748.0,722.25,725.2,106685,58533,7758
AGROPHOS,21-AUG-2023,34.35,34.6,33.5,34.1,36169,26893,312
AGSTRA,21-AUG-2023,63.0,67.7,62.3,65.4,3483085,1299802,17266
AHL,21-AUG-2023,277.15,278.0,272.5,273.6,25570,10744,618
AHLADA,21-AUG-2023,107.5,111.5,103.8,105.3,28325,13463,1414
AHLEAST,21-AUG-2023,121.0,128.0,120.65,126.75,30849,18979,829
AHLUCONT,21-AUG-2023,724.0,728.05,692.5,705.15,73697,47256,7333
AIAENG,21-AUG-2023,3629.95,3661.7,3582.3,3609.65,130970,55712,26084
AIRAN,21-AUG-2023,20.25,20.35,19.7,19.8,119026,83244,817
AJANTPHARM,21-AUG-2023,1769.9,1795.15,1740.85,1789.35,126877,78877,18316
AJMERA,21-AUG-2023,368.8,370.1,362.4,365.7,39279,16739,3096
AKASH,21-AUG-2023,26.9,26.9,25.5,26.1,7285,4975,80
AKSHARCHEM,21-AUG-2023,239.4,239.5,233.0,234.1,8345,5582,469
AKSHOPTFBR,21-AUG-2023,10.65,10.95,10.65,10.75,313781,246321,700
AKZOINDIA,21-AUG-2023,2815.0,2826.6,2775.05,2795.35,5933,3047,1841
ALANKIT,21-AUG-2023,11.25,11.45,11.1,11.35,1119143,857318,1857
ALBERTDAVD,21-AUG-2023,770.0,793.85,762.55,773.55,19853,9141,2809
ALEMBICLTD,21-AUG-2023,79.8,80.4,78.4,78.75,256644,122610,2632
