20MICRONS,12-NOV-2021,66.15,67.9,64.0,64.45,209722,99226,3887
21STCENMGM,12-NOV-2021,58.1,58.1,58.1,58.1,20333,20332,186
3IINFOLTD,12-NOV-2021,70.05,70.05,70.05,70.05,9845,9845,226
3MINDIA,12-NOV-2021,27300.0,27300.0,26400.0,26715.8,4272,1007,1912
3PLAND,12-NOV-2021,13.3,13.3,12.6,13.1,10184,6925,108
5PAISA,12-NOV-2021,435.0,435.0,422.0,427.7,12798,6608,752
63MOONS,12-NOV-2021,102.0,104.9,100.4,102.95,189787,132026,3471
A2ZINFRA,12-NOV-2021,7.05,7.15,6.65,6.65,1009483,760775,1433
AAKASH,12-NOV-2021,213.0,220.35,206.0,214.55,86112,47821,625
AAREYDRUGS,12-NOV-2021,37.2,37.75,35.1,36.65,56045,33873,859
AARON,12-NOV-2021,113.7,117.0,112.5,116.25,22398,17410,280
AARTIDRUGS,12-NOV-2021,551.0,561.4,551.0,552.9,121292,53037,6131
AARTIIND,12-NOV-2021,950.1,951.2,932.05,948.3,1186211,659750,23994
AARTISURF,12-NOV-2021,1248.0,1248.0,1211.0,1219.65,10713,4508,3101
AARVEEDEN,12-NOV-2021,26.8,26.9,25.05,26.0,15023,11438,193
AARVI,12-NOV-2021,58.75,61.9,56.7,59.9,40610,15984,924
AAVAS,12-NOV-2021,2780.0,2920.0,2770.0,2861.3,249123,193226,15308
ABB,12-NOV-2021,2160.2,2232.0,2153.5,2211.3,258341,96725,15566
ABBOTINDIA,12-NOV-2021,20001.0,20056.5,19705.55,19754.65,11666,4078,4322
ABCAPITAL,12-NOV-2021,108.95,109.25,106.1,106.55,1766815,614062,12047
ABFRL,12-NOV-2021,302.9,305.75,297.0,298.2,3079654,932302,29692
ABMINTLLTD,12-NOV-2021,106.05,109.95,106.0,108.3,3103,1031,110
ABSLAMC,12-NOV-2021,629.85,629.85,619.05,619.7,352841,292460,16463
ABSLBANETF,12-NOV-2021,386.24,386.24,383.48,384.11,1460954,1460934,20981
ABSLNN50ET,12-NOV-2021,446.0,455.0,445.25,449.94,493,192,45
ACC,12-NOV-2021,2568.0,2578.0,2546.0,2571.95,303364,125606,24089
