20MICRONS,24-JAN-2023,89.3,89.85,88.05,88.8,59846,31778,1006
21STCENMGM,24-JAN-2023,21.85,22.25,21.5,21.8,10032,2993,113
360ONE,24-JAN-2023,1954.35,1960.0,1942.0,1947.85,32766,22007,2812
3IINFOLTD,24-JAN-2023,38.95,39.4,38.85,39.1,291720,165310,2151
3MINDIA,24-JAN-2023,22756.1,22868.95,22640.5,22748.55,849,390,460
3PLAND,24-JAN-2023,25.65,25.65,25.65,25.65,8556,8556,95
5PAISA,24-JAN-2023,302.3,307.15,300.75,303.75,36262,19164,2002
63MOONS,24-JAN-2023,170.9,173.9,167.5,168.4,80373,42447,2467
A2ZINFRA,24-JAN-2023,9.5,9.75,9.25,9.45,93120,64181,377
AAATECH,24-JAN-2023,63.15,66.5,63.15,64.5,17584,3714,856
AAKASH,24-JAN-2023,6.65,6.85,6.6,6.8,155029,112717,481
AAREYDRUGS,24-JAN-2023,37.6,37.6,36.2,36.45,11127,7313,194
AARON,24-JAN-2023,189.85,193.8,186.65,190.7,20146,11794,859
AARTIDRUGS,24-JAN-2023,419.5,419.65,412.15,414.05,37392,17129,2804
AARTIIND,24-JAN-2023,557.75,565.3,550.1,551.25,659218,273593,19821
AARTISURF,24-JAN-2023,594.85,604.7,576.35,580.1,11059,4490,2122
AARVEEDEN,24-JAN-2023,26.35,26.9,25.7,26.0,27027,18230,332
AARVI,24-JAN-2023,163.0,163.4,161.0,161.3,6220,3737,281
AAVAS,24-JAN-2023,1862.0,1862.0,1814.0,1819.6,219238,199541,13512
ABAN,24-JAN-2023,46.65,50.25,46.5,48.25,539648,142970,6055
ABB,24-JAN-2023,2957.45,2957.45,2920.0,2945.05,147969,86756,14249
ABBOTINDIA,24-JAN-2023,21771.75,21912.55,21500.0,21642.65,8055,3161,3032
ABCAPITAL,24-JAN-2023,146.35,146.35,143.25,144.15,2069101,1151875,9867
ABFRL,24-JAN-2023,261.0,263.5,258.95,260.85,1145743,399695,20165
ABSLAMC,24-JAN-2023,441.05,444.25,440.0,442.9,33760,19151,1774
ABSLBANETF,24-JAN-2023,43.55,43.75,42.61,42.74,8512,6221,210
ABSLNN50ET,24-JAN-2023,42.99,43.6,42.79,43.05,2960,2315,127
ACC,24-JAN-2023,2330.0,2352.6,2319.3,2335.7,178454,53427,13134
ACCELYA,24-JAN-2023,1690.0,1708.9,1624.0,1651.05,38159,19143,5332
ACCURACY,24-JAN-2023,193.4,193.75,189.3,189.6,13805,5054,713
ACE,24-JAN-2023,331.5,343.0,329.25,333.45,440055,124265,11462
ACEINTEG,24-JAN-2023,56.05,57.65,55.0,55.05,5465,541,124
ACI,24-JAN-2023,615.0,638.0,607.9,622.8,1333094,673169,28438
ADANIENT,24-JAN-2023,3447.45,3508.0,3430.0,3442.0,1518123,351200,62403
ADANIGREEN,24-JAN-2023,1948.9,1964.2,1905.0,1916.8,892161,144982,42779
ADANIPORTS,24-JAN-2023,769.15,774.0,758.0,761.2,3011438,992315,73048
ADANIPOWER,24-JAN-2023,274.7,279.3,272.3,274.65,1465473,604661,23048
ADANITRANS,24-JAN-2023,2790.0,2799.95,2727.1,2762.15,351797,150230,17192
ADFFOODS,24-JAN-2023,760.0,769.0,736.0,742.25,7430,3689,905
ADORWELD,24-JAN-2023,805.0,810.0,800.25,809.35,3306,2142,352
ADROITINFO,24-JAN-2023,23.35,23.35,22.4,22.65,36301,23154,223
ADSL,24-JAN-2023,101.1,108.0,101.1,103.8,331261,118093,5156
ADVANIHOTR,24-JAN-2023,77.65,78.8,76.9,77.15,17666,11047,437
ADVENZYMES,24-JAN-2023,279.95,280.85,273.8,275.0,30833,14569,2419
AEGISCHEM,24-JAN-2023,346.0,347.45,339.1,342.35,186110,79581,8802
AETHER,24-JAN-2023,935.3,935.3,902.2,906.45,33025,18205,3140
AFFLE,24-JAN-2023,1031.6,1043.0,1022.55,1040.9,138602,82606,10780
AGARIND,24-JAN-2023,615.6,621.0,612.0,616.05,10808,6862,1129
AGI,24-JAN-2023,313.0,314.45,307.15,307.75,57674,25639,3918
AGRITECH,24-JAN-2023,112.0,112.0,103.05,105.35,64083,32242,1355
AGROPHOS,24-JAN-2023,39.35,40.85,39.35,40.45,41208,21702,417
AGSTRA,24-JAN-2023,60.9,60.9,60.0,60.2,249797,121179,2668
AHL,24-JAN-2023,274.2,274.2,267.05,270.7,625194,288171,2715
AHLADA,24-JAN-2023,102.45,105.0,101.5,102.45,5083,2797,107
AHLEAST,24-JAN-2023,114.0,116.45,113.3,113.9,126479,125518,105
AHLUCONT,24-JAN-2023,510.0,511.45,485.75,491.8,23276,11402,2061
AIAENG,24-JAN-2023,2445.0,2485.9,2440.0,2459.55,28053,16243,7577
AIRAN,24-JAN-2023,16.95,17.95,16.95,17.55,261231,135081,953
AIROLAM,24-JAN-2023,81.3,81.9,80.5,80.75,10208,8905,120
