20MICRONS,24-SEP-2021,61.2,61.2,59.0,59.3,155115,88800,2049
21STCENMGM,24-SEP-2021,44.7,44.7,44.7,44.7,4190,4190,28
3MINDIA,24-SEP-2021,25500.0,25500.0,24703.0,24801.15,2174,953,1616
5PAISA,24-SEP-2021,449.6,456.25,447.0,449.35,12564,6544,860
63MOONS,24-SEP-2021,93.8,93.9,90.45,92.35,45244,30730,1028
A2ZINFRA,24-SEP-2021,4.35,4.4,4.25,4.3,331928,202743,397
AAKASH,24-SEP-2021,253.0,255.0,249.0,250.95,169106,125504,641
AAREYDRUGS,24-SEP-2021,36.6,36.6,35.55,36.4,19554,14068,362
AARON,24-SEP-2021,99.05,103.3,99.05,101.8,2228,1488,109
AARTIDRUGS,24-SEP-2021,621.0,623.85,611.6,613.8,116407,59687,6721
AARTIIND,24-SEP-2021,920.0,923.25,905.1,915.9,645898,373553,19995
AARTISURF,24-SEP-2021,1509.0,1525.0,1475.55,1477.5,11426,5797,2674
AARVEEDEN,24-SEP-2021,18.95,19.2,17.8,19.2,112998,107184,212
AARVI,24-SEP-2021,58.15,58.7,56.8,57.3,11034,5747,147
AAVAS,24-SEP-2021,2582.0,2649.0,2525.0,2573.75,143393,91541,14439
ABAN,24-SEP-2021,43.0,44.0,41.95,42.2,143371,72049,1792
ABB,24-SEP-2021,1903.0,1918.25,1871.1,1878.7,56336,24975,9401
ABBOTINDIA,24-SEP-2021,21699.0,21728.0,21075.0,21204.95,10727,4593,4846
ABCAPITAL,24-SEP-2021,118.0,118.8,113.5,115.45,8474523,3063608,55985
ABFRL,24-SEP-2021,220.0,229.9,219.0,223.85,10370735,3665250,77962
ABSLBANETF,24-SEP-2021,381.99,381.99,375.23,375.34,648,253,33
ABSLNN50ET,24-SEP-2021,445.0,445.0,435.2,439.4,139,123,25
ACC,24-SEP-2021,2368.0,2372.95,2281.0,2298.75,434577,176889,31602
ACCELYA,24-SEP-2021,1352.0,1369.0,1315.0,1330.15,36989,15378,4750
ACCURACY,24-SEP-2021,138.75,138.75,130.2,132.75,95799,48057,5773
ACE,24-SEP-2021,270.0,271.65,257.7,261.05,1001548,389216,25679
ACRYSIL,24-SEP-2021,780.0,823.7,740.0,802.55,273779,132567,16848
ADANIENT,24-SEP-2021,1483.0,1516.0,1455.0,1461.7,2760295,255421,67730
ADANIGREEN,24-SEP-2021,1149.2,1159.0,1125.25,1151.8,3334805,2123240,47793
ADANIPORTS,24-SEP-2021,756.0,764.9,743.0,744.8,4445517,791642,70619
ADANIPOWER,24-SEP-2021,98.0,98.4,95.5,95.85,3425363,2019607,27837
ADFFOODS,24-SEP-2021,919.35,929.0,900.0,907.15,9203,5928,1722
ADORWELD,24-SEP-2021,688.0,688.05,671.25,681.45,13833,10574,776
ADSL,24-SEP-2021,69.7,70.15,67.8,68.85,107767,76352,1286
ADVANIHOTR,24-SEP-2021,86.9,88.9,81.65,82.15,51921,33046,1305
ADVENZYMES,24-SEP-2021,388.7,391.35,378.05,380.2,188830,95502,6963
AEGISCHEM,24-SEP-2021,240.0,245.75,240.0,244.05,967771,550014,20015
AFFLE,24-SEP-2021,5198.4,5375.0,5157.0,5323.75,154456,72431,24319
AGARIND,24-SEP-2021,300.05,305.0,300.0,301.3,13036,11319,287
AGROPHOS,24-SEP-2021,15.6,15.6,14.95,15.3,101974,69006,429
AHLADA,24-SEP-2021,144.0,144.0,136.25,137.45,18751,12183,940
AHLEAST,24-SEP-2021,184.8,186.0,176.8,179.0,51788,41496,989
AHLUCONT,24-SEP-2021,384.0,388.25,374.25,377.5,161842,62167,5823
AHLWEST,24-SEP-2021,277.5,282.9,272.7,273.95,981,816,48
AIAENG,24-SEP-2021,2019.85,2034.05,1936.0,1943.4,80280,64544,7980
AJANTPHARM,24-SEP-2021,2175.4,2183.85,2167.85,2174.75,44266,34161,6206
AJOONI,24-SEP-2021,51.7,51.75,49.8,49.95,17573,13533,213
AKASH,24-SEP-2021,185.4,185.4,178.8,182.7,24037,9172,452
AKG,24-SEP-2021,24.0,24.25,23.7,24.0,802,741,32
AKSHARCHEM,24-SEP-2021,421.1,421.55,408.7,409.35,15045,6430,1405
AKZOINDIA,24-SEP-2021,2219.0,2238.0,2198.0,2207.05,11463,5440,2329
ALANKIT,24-SEP-2021,15.75,16.15,15.5,15.7,2866943,884170,2842
ALBERTDAVD,24-SEP-2021,592.75,602.55,587.75,589.25,14184,6828,1541
ALEMBICLTD,24-SEP-2021,121.35,121.35,115.05,116.5,498071,195143,9850
ALICON,24-SEP-2021,791.7,795.0,770.0,773.4,10748,7086,1553
ALKALI,24-SEP-2021,70.45,71.25,68.5,69.85,30005,12224,852
ALKEM,24-SEP-2021,3962.0,4070.0,3950.1,4003.1,289454,108577,26251
ALKYLAMINE,24-SEP-2021,3930.0,3952.0,3900.75,3937.3,61601,38560,8723
ALLCARGO,24-SEP-2021,259.4,262.95,252.2,254.15,826592,339431,12812
ALLSEC,24-SEP-2021,429.35,437.05,421.0,423.2,16521,12221,931
ALMONDZ,24-SEP-2021,96.7,97.25,93.1,97.25,36875,29766,469
ALOKINDS,24-SEP-2021,23.1,23.2,22.7,22.75,3819816,2268668,7196
ALPA,24-SEP-2021,53.1,53.1,51.3,51.5,25465,16508,399
ALPHAGEO,24-SEP-2021,413.8,413.8,398.1,404.85,107570,29681,5982
AMARAJABAT,24-SEP-2021,740.0,740.0,728.35,735.8,594485,200727,15994
AMBER,24-SEP-2021,3135.0,3172.05,3093.7,3116.3,54795,38446,9193
