21STCENMGM,16-AUG-2023,19.7,20.0,19.35,19.7,2771,1980,50
360ONE,16-AUG-2023,514.6,519.0,505.0,515.25,149627,106106,7280
3IINFOLTD,16-AUG-2023,32.4,32.8,32.1,32.25,294852,197352,2458
3MINDIA,16-AUG-2023,28650.0,29296.35,28420.05,28746.55,3761,813,2415
5PAISA,16-AUG-2023,446.0,458.0,446.0,449.4,35353,15022,4086
63MOONS,16-AUG-2023,263.95,289.15,262.2,289.15,344376,196756,5339
A2ZINFRA,16-AUG-2023,7.5,7.8,7.35,7.8,358601,272893,243
AAATECH,16-AUG-2023,53.05,53.5,52.45,52.65,17543,11213,254
AARTECH,16-AUG-2023,138.5,138.5,131.95,138.3,205179,82286,1009
AARTIDRUGS,16-AUG-2023,557.2,571.45,550.0,562.35,181151,49432,8772
AARTIIND,16-AUG-2023,462.0,463.55,457.4,461.2,622509,243377,16532
AARTIPHARM,16-AUG-2023,345.8,354.0,342.0,348.7,230412,123801,8537
AARTISURF,16-AUG-2023,609.6,611.0,600.0,602.95,9691,6136,1438
AARVEEDEN,16-AUG-2023,23.25,23.4,22.0,22.6,40318,28908,325
AARVI,16-AUG-2023,128.55,129.75,125.55,126.4,20300,13548,711
AAVAS,16-AUG-2023,1600.75,1603.0,1571.6,1584.85,250152,199382,11671
ABAN,16-AUG-2023,39.8,40.8,39.8,40.1,105800,63272,939
ABB,16-AUG-2023,4354.7,4400.0,4255.1,4299.85,295770,133949,34659
ABBOTINDIA,16-AUG-2023,23650.05,23980.2,23400.0,23904.2,7441,2874,3271
ABCAPITAL,16-AUG-2023,182.7,182.8,179.85,181.9,1984157,655493,30014
ABFRL,16-AUG-2023,211.75,212.25,208.0,211.65,1368687,291607,12380
ABSLAMC,16-AUG-2023,398.0,398.85,391.0,392.6,51119,36804,2816
ABSLBANETF,16-AUG-2023,45.85,45.85,44.01,44.36,77958,46438,437
ABSLLIQUID,16-AUG-2023,999.99,1000.01,999.99,1000.01,2145,2000,2
ABSLNN50ET,16-AUG-2023,47.45,47.45,45.01,45.4,13018,9899,174
ACC,16-AUG-2023,1905.0,1905.0,1880.0,1892.15,288181,96572,23380
ACCELYA,16-AUG-2023,1391.85,1457.9,1387.05,1452.8,72389,46277,8005
ACE,16-AUG-2023,771.7,787.0,770.25,783.4,218187,106734,13104
ACI,16-AUG-2023,539.95,552.0,535.05,547.55,293689,154052,13846
ADANIENT,16-AUG-2023,2450.0,2465.0,2420.0,2445.1,7084828,3596536,130359
ADANIGREEN,16-AUG-2023,956.6,962.75,942.8,948.5,812634,394215,43953
