20MICRONS,19-JUL-2022,72.0,76.7,71.95,75.75,202634,97501,2556
21STCENMGM,19-JUL-2022,24.75,25.2,24.5,24.95,3025,738,49
3IINFOLTD,19-JUL-2022,44.0,44.2,43.0,43.1,242755,161303,3212
3MINDIA,19-JUL-2022,22654.4,23045.0,22600.0,22918.5,1822,831,1264
3PLAND,19-JUL-2022,15.0,15.75,14.5,15.75,17865,10750,279
5PAISA,19-JUL-2022,284.4,288.7,282.1,283.55,13461,6379,559
63MOONS,19-JUL-2022,190.0,196.05,185.6,196.05,136203,68590,1824
A2ZINFRA,19-JUL-2022,11.4,12.0,11.4,11.7,121492,80101,313
AAKASH,19-JUL-2022,13.85,14.5,13.7,14.15,160025,125862,458
AAREYDRUGS,19-JUL-2022,35.2,36.0,34.9,35.85,23132,15349,297
AARON,19-JUL-2022,127.0,131.3,125.5,127.55,7286,3962,219
AARTIDRUGS,19-JUL-2022,439.0,455.65,436.9,442.45,112790,33755,6032
AARTIIND,19-JUL-2022,733.0,741.95,727.95,735.55,410560,141235,15138
AARTISURF,19-JUL-2022,727.0,759.0,727.0,747.6,6939,3828,942
AARVEEDEN,19-JUL-2022,18.0,18.6,17.95,18.45,10398,4628,106
AARVI,19-JUL-2022,98.4,99.9,95.4,97.5,31577,19231,487
AAVAS,19-JUL-2022,1994.0,2116.0,1986.05,2099.0,222656,108341,24129
ABAN,19-JUL-2022,45.4,46.7,44.9,45.35,128294,56580,1827
ABB,19-JUL-2022,2570.0,2638.7,2556.0,2590.9,210716,93293,24420
ABBOTINDIA,19-JUL-2022,19864.0,19979.95,19700.0,19825.55,8099,3600,2872
ABCAPITAL,19-JUL-2022,95.25,96.0,93.75,95.55,1675719,531299,9962
ABFRL,19-JUL-2022,260.85,266.8,260.0,264.55,2019343,517613,21044
ABSLAMC,19-JUL-2022,419.0,420.5,417.1,418.75,26185,14137,1773
ABSLBANETF,19-JUL-2022,35.79,35.79,35.2,35.64,5256,4097,92
ABSLNN50ET,19-JUL-2022,41.3,41.3,40.2,40.6,908,677,45
ACC,19-JUL-2022,2170.0,2184.9,2100.35,2168.8,202603,93503,14771
ACCELYA,19-JUL-2022,900.0,908.75,891.3,906.3,8744,5114,675
ACCURACY,19-JUL-2022,206.95,208.9,201.0,207.15,31275,15420,914
ACE,19-JUL-2022,220.25,225.65,219.95,221.25,186161,87521,3794
ACRYSIL,19-JUL-2022,624.0,640.95,624.0,633.65,158341,60899,9761
ADANIENT,19-JUL-2022,2406.95,2459.3,2405.0,2451.3,843301,122277,34038
ADANIGREEN,19-JUL-2022,2074.0,2118.0,2070.55,2109.0,2034492,452595,95113
ADANIPORTS,19-JUL-2022,736.95,751.8,734.05,749.0,2864129,563931,49888
ADANIPOWER,19-JUL-2022,286.95,294.85,285.25,293.35,6702529,2672937,68432
ADANITRANS,19-JUL-2022,2965.0,3043.0,2930.0,3029.75,600437,192676,34904
ADFFOODS,19-JUL-2022,702.6,714.0,698.0,701.5,6138,3903,619
ADORWELD,19-JUL-2022,787.9,802.0,756.5,796.95,20652,13079,2050
ADSL,19-JUL-2022,135.95,137.8,133.0,134.25,97626,51767,2580
ADVANIHOTR,19-JUL-2022,69.95,71.5,69.1,70.7,18205,10226,312
ADVENZYMES,19-JUL-2022,274.0,298.0,273.5,294.9,849987,157247,20681
AEGISCHEM,19-JUL-2022,207.4,209.8,206.8,207.3,257484,166536,5260
AETHER,19-JUL-2022,931.0,987.0,931.0,961.8,559978,132938,34891
AFFLE,19-JUL-2022,1068.4,1077.55,1055.0,1061.1,173186,45141,11848
AGARIND,19-JUL-2022,476.45,482.7,471.1,472.8,20422,9972,1419
AGI,19-JUL-2022,205.2,217.0,205.2,213.8,160037,68831,7013
AGROPHOS,19-JUL-2022,31.0,32.0,31.0,31.7,29334,20848,260
AGSTRA,19-JUL-2022,77.65,85.6,77.5,84.05,457112,228614,7690
AHLADA,19-JUL-2022,94.0,94.5,90.55,92.55,7396,4968,201
