20MICRONS,24-DEC-2020,40.65,40.95,36.25,37.8,444734,212456,2741
21STCENMGM,24-DEC-2020,10.35,10.35,10.05,10.05,3047,2448,20
3IINFOTECH,24-DEC-2020,5.4,5.4,5.4,5.4,1841070,1841070,863
3MINDIA,24-DEC-2020,21280.0,21290.0,21100.0,21153.2,2538,1450,1618
3PLAND,24-DEC-2020,8.85,9.75,8.85,9.75,4718,4528,24
5PAISA,24-DEC-2020,288.45,299.95,280.0,296.45,30294,17260,1400
A2ZINFRA,24-DEC-2020,4.65,4.8,4.6,4.7,393685,314613,418
AAKASH,24-DEC-2020,67.8,67.8,65.9,66.75,42398,17730,517
AARON,24-DEC-2020,50.0,51.4,48.0,49.2,12766,6918,70
AARTIDRUGS,24-DEC-2020,720.0,725.9,702.0,705.45,441406,238639,19974
AARTIIND,24-DEC-2020,1210.4,1230.0,1199.0,1205.3,147128,86298,9883
AARTISURF,24-DEC-2020,1072.2,1072.2,1014.8,1049.5,70016,26386,4472
AARVEEDEN,24-DEC-2020,17.85,19.65,17.85,17.85,156212,81436,649
AARVI,24-DEC-2020,43.95,48.65,40.6,43.6,30835,9744,353
AAVAS,24-DEC-2020,1716.65,1750.0,1691.0,1699.2,23926,13625,6627
ABB,24-DEC-2020,1218.0,1230.0,1200.0,1206.55,246220,180626,9813
ABBOTINDIA,24-DEC-2020,15940.0,15940.0,15600.0,15727.4,13290,7532,6418
ABCAPITAL,24-DEC-2020,86.6,87.7,83.8,84.8,2193074,723767,14144
ABFRL,24-DEC-2020,158.9,167.75,156.35,164.1,4072865,1937623,34149
ABSLBANETF,24-DEC-2020,285.6,353.0,285.6,303.0,134,131,10
ABSLNN50ET,24-DEC-2020,318.8,327.04,317.0,317.19,53,45,14
ACC,24-DEC-2020,1690.0,1694.4,1605.2,1614.65,3608554,503765,110159
ACCELYA,24-DEC-2020,973.0,996.0,954.0,957.4,8916,3528,1354
ACCURACY,24-DEC-2020,39.3,39.3,36.8,37.2,15960,14275,72
ACE,24-DEC-2020,139.0,139.85,132.0,135.45,524982,223389,6620
